"Survey_code","taxonomy","Date.x","Surveyor","Time.Start","Minute","Size","Number","Stage","family","genus","species","Coarse_Trophic","Fine_Trophic","Herb_Type","mass","area","Biomass","Density","allCode","Lagoon","Habitat"
"KK_July_10_01","Ctenochaetus striatus","7/10/2018","KK","10:56",4,17,1,"","Acanthuridae","Ctenochaetus","striatus","Primary Consumer","Herbivore/Detritivore","Detritivore",135.0805693,21.58269946,6.258743005,0.046333407,"KK_July_10_01_4","Hilton","Back"
"KK_July_10_01","Ctenochaetus striatus","7/10/2018","KK","10:56",7,15,3,"","Acanthuridae","Ctenochaetus","striatus","Primary Consumer","Herbivore/Detritivore","Detritivore",276.195512,42.96839785,6.427875503,0.069818754,"KK_July_10_01_7","Hilton","Back"
"KK_July_10_01","Ctenochaetus striatus","7/10/2018","KK","10:56",13,15,1,"","Acanthuridae","Ctenochaetus","striatus","Primary Consumer","Herbivore/Detritivore","Detritivore",92.06517065,35.9872901,2.558269055,0.027787588,"KK_July_10_01_13","Hilton","Back"
"KK_July_10_01","Ctenochaetus striatus","7/10/2018","KK","10:56",15,16,2,"","Acanthuridae","Ctenochaetus","striatus","Primary Consumer","Herbivore/Detritivore","Detritivore",224.3764841,36.98409341,6.066837481,0.054077302,"KK_July_10_01_15","Hilton","Back"
"KK_July_10_01","Ctenochaetus striatus","7/10/2018","KK","10:56",18,18,1,"","Acanthuridae","Ctenochaetus","striatus","Primary Consumer","Herbivore/Detritivore","Detritivore",160.9264827,39.39314286,4.085139468,0.025385129,"KK_July_10_01_18","Hilton","Back"
"KK_July_10_01","Ctenochaetus striatus","7/10/2018","KK","10:56",7,19,1,"","Acanthuridae","Ctenochaetus","striatus","Primary Consumer","Herbivore/Detritivore","Detritivore",189.9109979,42.96839785,4.419783081,0.023272918,"KK_July_10_01_7","Hilton","Back"
"KK_July_10_01","Ctenochaetus striatus","7/10/2018","KK","10:56",8,18,2,"","Acanthuridae","Ctenochaetus","striatus","Primary Consumer","Herbivore/Detritivore","Detritivore",321.8529654,49.24322228,6.535985065,0.040614726,"KK_July_10_01_8","Hilton","Back"
"KK_July_10_01","Ctenochaetus striatus","7/10/2018","KK","10:56",19,18,1,"","Acanthuridae","Ctenochaetus","striatus","Primary Consumer","Herbivore/Detritivore","Detritivore",160.9264827,65.15215534,2.470010115,0.015348686,"KK_July_10_01_19","Hilton","Back"
"KK_July_10_01","Ctenochaetus striatus","7/10/2018","KK","10:56",1,15,1,"","Acanthuridae","Ctenochaetus","striatus","Primary Consumer","Herbivore/Detritivore","Detritivore",92.06517065,39.461542,2.333035305,0.025341128,"KK_July_10_01_1","Hilton","Back"
"KK_July_10_01","Ctenochaetus striatus","7/10/2018","KK","10:56",13,16,1,"","Acanthuridae","Ctenochaetus","striatus","Primary Consumer","Herbivore/Detritivore","Detritivore",112.1882421,35.9872901,3.117440678,0.027787588,"KK_July_10_01_13","Hilton","Back"
"KK_July_10_01","Ctenochaetus striatus","7/10/2018","KK","10:56",14,17,1,"","Acanthuridae","Ctenochaetus","striatus","Primary Consumer","Herbivore/Detritivore","Detritivore",135.0805693,43.33691188,3.1169865,0.023075018,"KK_July_10_01_14","Hilton","Back"
"KK_July_10_01","Ctenochaetus striatus","7/10/2018","KK","10:56",24,17,1,"","Acanthuridae","Ctenochaetus","striatus","Primary Consumer","Herbivore/Detritivore","Detritivore",135.0805693,62.29038378,2.168562161,0.016053842,"KK_July_10_01_24","Hilton","Back"
"KK_July_10_01","Ctenochaetus striatus","7/10/2018","KK","10:56",24,16,1,"","Acanthuridae","Ctenochaetus","striatus","Primary Consumer","Herbivore/Detritivore","Detritivore",112.1882421,62.29038378,1.80105235,0.016053842,"KK_July_10_01_24","Hilton","Back"
"KK_July_10_01","Ctenochaetus striatus","7/10/2018","KK","10:56",29,16,1,"","Acanthuridae","Ctenochaetus","striatus","Primary Consumer","Herbivore/Detritivore","Detritivore",112.1882421,54.26713441,2.067333079,0.01842736,"KK_July_10_01_29","Hilton","Back"
"KK_July_10_01","Ctenochaetus striatus","7/10/2018","KK","10:56",24,18,2,"","Acanthuridae","Ctenochaetus","striatus","Primary Consumer","Herbivore/Detritivore","Detritivore",321.8529654,62.29038378,5.16697676,0.032107685,"KK_July_10_01_24","Hilton","Back"
"KK_July_10_01","Ctenochaetus striatus","7/10/2018","KK","10:56",1,13,1,"","Acanthuridae","Ctenochaetus","striatus","Primary Consumer","Herbivore/Detritivore","Detritivore",59.39314519,39.461542,1.505089314,0.025341128,"KK_July_10_01_1","Hilton","Back"
"KK_July_10_01","Ctenochaetus striatus","7/10/2018","KK","10:56",2,18,1,"","Acanthuridae","Ctenochaetus","striatus","Primary Consumer","Herbivore/Detritivore","Detritivore",160.9264827,52.45737498,3.067757064,0.019063096,"KK_July_10_01_2","Hilton","Back"
"KK_July_10_01","Ctenochaetus striatus","7/10/2018","KK","10:56",13,17,1,"","Acanthuridae","Ctenochaetus","striatus","Primary Consumer","Herbivore/Detritivore","Detritivore",135.0805693,35.9872901,3.753563241,0.027787588,"KK_July_10_01_13","Hilton","Back"
"KK_July_10_01","Ctenochaetus striatus","7/10/2018","KK","10:56",14,18,1,"","Acanthuridae","Ctenochaetus","striatus","Primary Consumer","Herbivore/Detritivore","Detritivore",160.9264827,43.33691188,3.713381404,0.023075018,"KK_July_10_01_14","Hilton","Back"
"KK_July_10_01","Ctenochaetus striatus","7/10/2018","KK","10:56",24,19,1,"","Acanthuridae","Ctenochaetus","striatus","Primary Consumer","Herbivore/Detritivore","Detritivore",189.9109979,62.29038378,3.048801217,0.016053842,"KK_July_10_01_24","Hilton","Back"
"KK_July_10_01","Ctenochaetus striatus","7/10/2018","KK","10:56",18,16,2,"","Acanthuridae","Ctenochaetus","striatus","Primary Consumer","Herbivore/Detritivore","Detritivore",224.3764841,39.39314286,5.695825919,0.050770257,"KK_July_10_01_18","Hilton","Back"
"KK_July_10_01","Ctenochaetus striatus","7/10/2018","KK","10:56",19,16,2,"","Acanthuridae","Ctenochaetus","striatus","Primary Consumer","Herbivore/Detritivore","Detritivore",224.3764841,65.15215534,3.443884289,0.030697373,"KK_July_10_01_19","Hilton","Back"
"KK_July_10_01","Ctenochaetus striatus","7/10/2018","KK","10:56",25,16,1,"","Acanthuridae","Ctenochaetus","striatus","Primary Consumer","Herbivore/Detritivore","Detritivore",112.1882421,31.78588874,3.529498356,0.031460501,"KK_July_10_01_25","Hilton","Back"
"KK_July_10_01","Ctenochaetus striatus","7/10/2018","KK","10:56",2,15,1,"","Acanthuridae","Ctenochaetus","striatus","Primary Consumer","Herbivore/Detritivore","Detritivore",92.06517065,52.45737498,1.75504723,0.019063096,"KK_July_10_01_2","Hilton","Back"
"KK_July_10_01","Ctenochaetus striatus","7/10/2018","KK","10:56",5,17,3,"","Acanthuridae","Ctenochaetus","striatus","Primary Consumer","Herbivore/Detritivore","Detritivore",405.2417078,42.03771117,9.639956517,0.071364494,"KK_July_10_01_5","Hilton","Back"
"KK_July_10_01","Ctenochaetus striatus","7/10/2018","KK","10:56",17,18,1,"","Acanthuridae","Ctenochaetus","striatus","Primary Consumer","Herbivore/Detritivore","Detritivore",160.9264827,43.13705676,3.730585598,0.023181925,"KK_July_10_01_17","Hilton","Back"
"KK_July_10_01","Ctenochaetus striatus","7/10/2018","KK","10:56",26,18,2,"","Acanthuridae","Ctenochaetus","striatus","Primary Consumer","Herbivore/Detritivore","Detritivore",321.8529654,34.66496957,9.284674682,0.057695132,"KK_July_10_01_26","Hilton","Back"
"KK_July_10_01","Epinephelus sp.","7/10/2018","KK","10:56",23,22,1,"","Serranidae","Epinephelus","","Piscivore_primarily","Piscivore","na",150.5212065,43.27215987,3.478476852,0.023109547,"KK_July_10_01_23","Hilton","Back"
"KK_July_10_01","Leptoscarus vaigiensis","7/10/2018","KK","10:56",18,33,1,"TP","Scaridae","Leptoscarus","vaigiensis","Primary Consumer","Herbivore/Detritivore","Browser",540.5585651,39.39314286,13.72214873,0.025385129,"KK_July_10_01_18","Hilton","Back"
"KK_July_10_01","Lethrinus sp.","7/10/2018","KK","10:56",21,60,1,"","Lethrinidae","Lethrinus","","Piscivore_primarily","Piscivore","na",4378.881336,43.39213038,100.9141819,0.023045653,"KK_July_10_01_21","Hilton","Back"
"KK_July_10_01","Lutjanus fulvus","7/10/2018","KK","10:56",28,23,1,"","Lutjanidae","Lutjanus","fulvus","Piscivore_primarily","Piscivore","na",235.5037783,30.12574269,7.817360079,0.033194202,"KK_July_10_01_28","Hilton","Back"
"KK_July_10_01","Monotaxis grandoculis","7/10/2018","KK","10:56",22,20,1,"","Lethrinidae","Monotaxis","grandoculis","Secondary Consumer","Benthic Invertebrate Consumer","na",196.5352624,29.1304162,6.746737192,0.03432838,"KK_July_10_01_22","Hilton","Back"
"KK_July_10_01","Monotaxis grandoculis","7/10/2018","KK","10:56",13,19,1,"","Lethrinidae","Monotaxis","grandoculis","Secondary Consumer","Benthic Invertebrate Consumer","na",168.3143786,35.9872901,4.677050652,0.027787588,"KK_July_10_01_13","Hilton","Back"
"KK_July_10_01","Monotaxis grandoculis","7/10/2018","KK","10:56",21,20,2,"","Lethrinidae","Monotaxis","grandoculis","Secondary Consumer","Benthic Invertebrate Consumer","na",393.0705248,43.39213038,9.058567104,0.046091307,"KK_July_10_01_21","Hilton","Back"
"KK_July_10_01","Mulloidichthys flavolineatus","7/10/2018","KK","10:56",28,28,1,"","Mullidae","Mulloidicthys","flavolineatus","Secondary Consumer","Benthic Invertebrate Consumer","na",368.8232592,30.12574269,12.24279391,0.033194202,"KK_July_10_01_28","Hilton","Back"
"KK_July_10_01","Mulloidichthys flavolineatus","7/10/2018","KK","10:56",20,30,1,"","Mullidae","Mulloidicthys","flavolineatus","Secondary Consumer","Benthic Invertebrate Consumer","na",456.8085847,32.50560454,14.05322532,0.030763926,"KK_July_10_01_20","Hilton","Back"
"KK_July_10_01","Naso unicornis","7/10/2018","KK","10:56",21,21,1,"","Acanthuridae","Naso","unicornis","Primary Consumer","Herbivore/Detritivore","Browser",185.4419838,43.39213038,4.273631698,0.023045653,"KK_July_10_01_21","Hilton","Back"
"KK_July_10_01","Scarus frenatus","7/10/2018","KK","10:56",12,22,1,"","Scaridae","Scarus","frenatus","Primary Consumer","Herbivore/Detritivore","Scraper",213.7613977,38.73096206,5.519134726,0.025819137,"KK_July_10_01_12","Hilton","Back"
"KK_July_10_01","Scarus oviceps","7/10/2018","KK","10:56",29,28,1,"","Scaridae","Scarus","oviceps","Primary Consumer","Herbivore/Detritivore","Scraper",436.0406483,54.26713441,8.035077824,0.01842736,"KK_July_10_01_29","Hilton","Back"
"KK_July_10_01","Scarus oviceps","7/10/2018","KK","10:56",25,22,1,"","Scaridae","Scarus","oviceps","Primary Consumer","Herbivore/Detritivore","Scraper",213.7613977,31.78588874,6.725040771,0.031460501,"KK_July_10_01_25","Hilton","Back"
"KK_July_10_01","Scarus oviceps","7/10/2018","KK","10:56",20,21,1,"","Scaridae","Scarus","oviceps","Primary Consumer","Herbivore/Detritivore","Scraper",186.297948,32.50560454,5.731256213,0.030763926,"KK_July_10_01_20","Hilton","Back"
"KK_July_10_01","Scarus oviceps","7/10/2018","KK","10:56",3,17,1,"","Scaridae","Scarus","oviceps","Primary Consumer","Herbivore/Detritivore","Scraper",99.75504012,30.56612573,3.263581423,0.032715955,"KK_July_10_01_3","Hilton","Back"
"KK_July_10_01","Scarus oviceps","7/10/2018","KK","10:56",3,28,1,"TP","Scaridae","Scarus","oviceps","Primary Consumer","Herbivore/Detritivore","Scraper",436.0406483,30.56612573,14.26548631,0.032715955,"KK_July_10_01_3","Hilton","Back"
"KK_July_10_01","Scarus psittacus","7/10/2018","KK","10:56",9,12,1,"","Scaridae","Scarus","psittacus","Primary Consumer","Herbivore/Detritivore","Scraper",41.99477326,62.15107024,0.675688658,0.016089828,"KK_July_10_01_9","Hilton","Back"
"KK_July_10_01","Scarus psittacus","7/10/2018","KK","10:56",9,22,1,"","Scaridae","Scarus","psittacus","Primary Consumer","Herbivore/Detritivore","Scraper",313.973911,62.15107024,5.051786072,0.016089828,"KK_July_10_01_9","Hilton","Back"
"KK_July_10_01","Scarus psittacus","7/10/2018","KK","10:56",13,22,1,"","Scaridae","Scarus","psittacus","Primary Consumer","Herbivore/Detritivore","Scraper",313.973911,35.9872901,8.724577764,0.027787588,"KK_July_10_01_13","Hilton","Back"
"KK_July_10_01","Scarus psittacus","7/10/2018","KK","10:56",0,22,1,"","Scaridae","Scarus","psittacus","Primary Consumer","Herbivore/Detritivore","Scraper",313.973911,64.70672509,4.852260883,0.015454344,"KK_July_10_01_0","Hilton","Back"
"KK_July_10_01","Scarus psittacus","7/10/2018","KK","10:56",3,20,1,"","Scaridae","Scarus","psittacus","Primary Consumer","Herbivore/Detritivore","Scraper",228.8290938,30.56612573,7.486362382,0.032715955,"KK_July_10_01_3","Hilton","Back"
"KK_July_10_01","Scarus psittacus","7/10/2018","KK","10:56",16,13,1,"","Scaridae","Scarus","psittacus","Primary Consumer","Herbivore/Detritivore","Scraper",54.77352251,27.23053873,2.011474068,0.036723475,"KK_July_10_01_16","Hilton","Back"
"KK_July_10_01","Scarus psittacus","7/10/2018","KK","10:56",20,14,1,"","Scaridae","Scarus","psittacus","Primary Consumer","Herbivore/Detritivore","Scraper",70.04733801,32.50560454,2.154931096,0.030763926,"KK_July_10_01_20","Hilton","Back"
"KK_July_10_01","Scarus psittacus","7/10/2018","KK","10:56",26,19,1,"","Scaridae","Scarus","psittacus","Primary Consumer","Herbivore/Detritivore","Scraper",193.0082561,34.66496957,5.567818419,0.028847566,"KK_July_10_01_26","Hilton","Back"
"KK_July_10_01","Scarus psittacus","7/10/2018","KK","10:56",27,19,1,"","Scaridae","Scarus","psittacus","Primary Consumer","Herbivore/Detritivore","Scraper",193.0082561,36.22545066,5.327973912,0.027604902,"KK_July_10_01_27","Hilton","Back"
"KK_July_10_01","Scarus psittacus","7/10/2018","KK","10:56",3,23,1,"","Scaridae","Scarus","psittacus","Primary Consumer","Herbivore/Detritivore","Scraper",363.8876974,30.56612573,11.90493361,0.032715955,"KK_July_10_01_3","Hilton","Back"
"KK_July_10_01","Scarus psittacus","7/10/2018","KK","10:56",3,18,1,"","Scaridae","Scarus","psittacus","Primary Consumer","Herbivore/Detritivore","Scraper",161.302883,30.56612573,5.277177893,0.032715955,"KK_July_10_01_3","Hilton","Back"
"KK_July_10_01","Scarus psittacus","7/10/2018","KK","10:56",10,23,1,"","Scaridae","Scarus","psittacus","Primary Consumer","Herbivore/Detritivore","Scraper",363.8876974,52.52104416,6.928417042,0.019039987,"KK_July_10_01_10","Hilton","Back"
"KK_July_10_01","Scarus psittacus","7/10/2018","KK","10:56",22,22,1,"","Scaridae","Scarus","psittacus","Primary Consumer","Herbivore/Detritivore","Scraper",313.973911,29.1304162,10.77821576,0.03432838,"KK_July_10_01_22","Hilton","Back"
"KK_July_10_01","Scarus psittacus","7/10/2018","KK","10:56",24,21,1,"","Scaridae","Scarus","psittacus","Primary Consumer","Herbivore/Detritivore","Scraper",269.0534247,62.29038378,4.319341259,0.016053842,"KK_July_10_01_24","Hilton","Back"
"KK_July_10_01","Scarus psittacus","7/10/2018","KK","10:56",3,20,1,"","Scaridae","Scarus","psittacus","Primary Consumer","Herbivore/Detritivore","Scraper",228.8290938,30.56612573,7.486362382,0.032715955,"KK_July_10_01_3","Hilton","Back"
"KK_July_10_01","Scarus psittacus","7/10/2018","KK","10:56",5,12,1,"","Scaridae","Scarus","psittacus","Primary Consumer","Herbivore/Detritivore","Scraper",41.99477326,42.03771117,0.998978586,0.023788165,"KK_July_10_01_5","Hilton","Back"
"KK_July_10_01","Scarus psittacus","7/10/2018","KK","10:56",16,11,2,"","Scaridae","Scarus","psittacus","Primary Consumer","Herbivore/Detritivore","Scraper",62.92235996,27.23053873,2.310727694,0.073446949,"KK_July_10_01_16","Hilton","Back"
"KK_July_10_01","Scarus psittacus","7/10/2018","KK","10:56",20,16,2,"","Scaridae","Scarus","psittacus","Primary Consumer","Herbivore/Detritivore","Scraper",218.2211817,32.50560454,6.713340202,0.061527851,"KK_July_10_01_20","Hilton","Back"
"KK_July_10_01","Scarus psittacus","7/10/2018","KK","10:56",27,12,3,"","Scaridae","Scarus","psittacus","Primary Consumer","Herbivore/Detritivore","Scraper",125.9843198,36.22545066,3.477784748,0.082814705,"KK_July_10_01_27","Hilton","Back"
"KK_July_10_01","Scarus psittacus","7/10/2018","KK","10:56",5,10,1,"","Scaridae","Scarus","psittacus","Primary Consumer","Herbivore/Detritivore","Scraper",22.92939971,42.03771117,0.545448338,0.023788165,"KK_July_10_01_5","Hilton","Back"
"KK_July_10_01","Scarus psittacus","7/10/2018","KK","10:56",5,20,2,"","Scaridae","Scarus","psittacus","Primary Consumer","Herbivore/Detritivore","Scraper",457.6581876,42.03771117,10.88684838,0.04757633,"KK_July_10_01_5","Hilton","Back"
"KK_July_10_01","Scarus psittacus","7/10/2018","KK","10:56",27,20,1,"","Scaridae","Scarus","psittacus","Primary Consumer","Herbivore/Detritivore","Scraper",228.8290938,36.22545066,6.316804612,0.027604902,"KK_July_10_01_27","Hilton","Back"
"KK_July_10_01","Scarus psittacus","7/10/2018","KK","10:56",20,22,2,"","Scaridae","Scarus","psittacus","Primary Consumer","Herbivore/Detritivore","Scraper",627.947822,32.50560454,19.31814009,0.061527851,"KK_July_10_01_20","Hilton","Back"
"KK_July_10_01","Scarus psittacus","7/10/2018","KK","10:56",1,18,1,"","Scaridae","Scarus","psittacus","Primary Consumer","Herbivore/Detritivore","Scraper",161.302883,39.461542,4.087597058,0.025341128,"KK_July_10_01_1","Hilton","Back"
"KK_July_10_01","Siganus spinus","7/10/2018","KK","10:56",22,20,1,"","Siganidae","Siganus","spinus","Primary Consumer","Herbivore/Detritivore","Browser",158.5539389,29.1304162,5.442899884,0.03432838,"KK_July_10_01_22","Hilton","Back"
"KK_July_10_01","Siganus spinus","7/10/2018","KK","10:56",25,20,1,"","Siganidae","Siganus","spinus","Primary Consumer","Herbivore/Detritivore","Browser",158.5539389,31.78588874,4.988186432,0.031460501,"KK_July_10_01_25","Hilton","Back"
"KK_July_10_01","Siganus spinus","7/10/2018","KK","10:56",27,19,1,"","Siganidae","Siganus","spinus","Primary Consumer","Herbivore/Detritivore","Browser",135.2932554,36.22545066,3.734756999,0.027604902,"KK_July_10_01_27","Hilton","Back"
"KK_July_10_01","Siganus spinus","7/10/2018","KK","10:56",11,21,1,"","Siganidae","Siganus","spinus","Primary Consumer","Herbivore/Detritivore","Browser",184.3807332,37.55033338,4.910228928,0.026630922,"KK_July_10_01_11","Hilton","Back"
"KK_July_10_01","Zebrasoma scopas","7/10/2018","KK","10:56",14,15,1,"","Acanthuridae","Zebrasoma","scopas","Primary Consumer","Herbivore/Detritivore","Grazer",96.03712187,43.33691188,2.216058268,0.023075018,"KK_July_10_01_14","Hilton","Back"
"KK_July_10_01","Zebrasoma scopas","7/10/2018","KK","10:56",5,16,1,"","Acanthuridae","Zebrasoma","scopas","Primary Consumer","Herbivore/Detritivore","Grazer",116.5008532,42.03771117,2.771341492,0.023788165,"KK_July_10_01_5","Hilton","Back"
"KK_July_10_01","Zebrasoma scopas","7/10/2018","KK","10:56",1,16,2,"","Acanthuridae","Zebrasoma","scopas","Primary Consumer","Herbivore/Detritivore","Grazer",233.0017064,39.461542,5.904526144,0.050682257,"KK_July_10_01_1","Hilton","Back"
"KK_June_25_01","Acanthurus nigrofuscus","6/25/2018","KK","10:44",7,12,1,"","Acanthuridae","Acanthurus","nigrofuscus","Primary Consumer","Herbivore/Detritivore","Grazer",48.16528795,39.13564802,1.230726726,0.025552151,"KK_June_25_01_7","Haapiti","Back"
"KK_June_25_01","Acanthurus nigrofuscus","6/25/2018","KK","10:44",12,13,1,"","Acanthuridae","Acanthurus","nigrofuscus","Primary Consumer","Herbivore/Detritivore","Grazer",61.37532697,61.17229245,1.00331906,0.01634727,"KK_June_25_01_12","Haapiti","Back"
"KK_June_25_01","Acanthurus nigrofuscus","6/25/2018","KK","10:44",4,10,1,"","Acanthuridae","Acanthurus","nigrofuscus","Primary Consumer","Herbivore/Detritivore","Grazer",27.73149915,69.30193758,0.400154745,0.014429611,"KK_June_25_01_4","Haapiti","Back"
"KK_June_25_01","Acanthurus nigrofuscus","6/25/2018","KK","10:44",24,15,1,"","Acanthuridae","Acanthurus","nigrofuscus","Primary Consumer","Herbivore/Detritivore","Grazer",94.66243691,49.74404,1.902990527,0.020102911,"KK_June_25_01_24","Haapiti","Back"
"KK_June_25_01","Acanthurus nigrofuscus","6/25/2018","KK","10:44",14,13,3,"","Acanthuridae","Acanthurus","nigrofuscus","Primary Consumer","Herbivore/Detritivore","Grazer",184.1259809,41.84779836,4.399896485,0.071688359,"KK_June_25_01_14","Haapiti","Back"
"KK_June_25_01","Acanthurus nigrofuscus","6/25/2018","KK","10:44",24,13,1,"","Acanthuridae","Acanthurus","nigrofuscus","Primary Consumer","Herbivore/Detritivore","Grazer",61.37532697,49.74404,1.233822725,0.020102911,"KK_June_25_01_24","Haapiti","Back"
"KK_June_25_01","Acanthurus nigrofuscus","6/25/2018","KK","10:44",0,12,13,"","Acanthuridae","Acanthurus","nigrofuscus","Primary Consumer","Herbivore/Detritivore","Grazer",626.1487433,54.83491931,11.41879575,0.23707521,"KK_June_25_01_0","Haapiti","Back"
"KK_June_25_01","Acanthurus triostegus","6/25/2018","KK","10:44",29,14,1,"","Acanthuridae","Acanthurus","triostegus","Primary Consumer","Herbivore/Detritivore","Grazer",73.21956495,29.68720733,2.466367554,0.033684543,"KK_June_25_01_29","Haapiti","Back"
"KK_June_25_01","Acanthurus triostegus","6/25/2018","KK","10:44",22,14,1,"","Acanthuridae","Acanthurus","triostegus","Primary Consumer","Herbivore/Detritivore","Grazer",73.21956495,29.77064311,2.459455265,0.033590138,"KK_June_25_01_22","Haapiti","Back"
"KK_June_25_01","Acanthurus triostegus","6/25/2018","KK","10:44",20,13,3,"","Acanthuridae","Acanthurus","triostegus","Primary Consumer","Herbivore/Detritivore","Grazer",181.5656808,29.45774277,6.163597878,0.101840797,"KK_June_25_01_20","Haapiti","Back"
"KK_June_25_01","Chlorurus sordidus","6/25/2018","KK","10:44",3,16,3,"","Scaridae","Chlorurus","sordidus","Primary Consumer","Herbivore/Detritivore","Excavator",270.623013,56.43776671,4.795069485,0.053155895,"KK_June_25_01_3","Haapiti","Back"
"KK_June_25_01","Chlorurus sordidus","6/25/2018","KK","10:44",6,15,3,"","Scaridae","Chlorurus","sordidus","Primary Consumer","Herbivore/Detritivore","Excavator",223.4330658,27.46279399,8.135846113,0.109238703,"KK_June_25_01_6","Haapiti","Back"
"KK_June_25_01","Chlorurus sordidus","6/25/2018","KK","10:44",19,22,1,"TP","Scaridae","Chlorurus","sordidus","Primary Consumer","Herbivore/Detritivore","Excavator",232.201051,36.45190963,6.370065474,0.027433405,"KK_June_25_01_19","Haapiti","Back"
"KK_June_25_01","Chlorurus sordidus","6/25/2018","KK","10:44",8,15,11,"","Scaridae","Chlorurus","sordidus","Primary Consumer","Herbivore/Detritivore","Excavator",819.2545744,62.05434232,13.20221187,0.177263985,"KK_June_25_01_8","Haapiti","Back"
"KK_June_25_01","Chlorurus sordidus","6/25/2018","KK","10:44",4,17,1,"","Scaridae","Chlorurus","sordidus","Primary Consumer","Herbivore/Detritivore","Excavator",107.9975962,69.30193758,1.558363301,0.014429611,"KK_June_25_01_4","Haapiti","Back"
"KK_June_25_01","Chlorurus sordidus","6/25/2018","KK","10:44",0,16,1,"","Scaridae","Chlorurus","sordidus","Primary Consumer","Herbivore/Detritivore","Excavator",90.20767099,54.83491931,1.645077117,0.018236555,"KK_June_25_01_0","Haapiti","Back"
"KK_June_25_01","Chlorurus sordidus","6/25/2018","KK","10:44",1,15,1,"","Scaridae","Chlorurus","sordidus","Primary Consumer","Herbivore/Detritivore","Excavator",74.47768858,46.46616846,1.602836882,0.021521034,"KK_June_25_01_1","Haapiti","Back"
"KK_June_25_01","Chlorurus sordidus","6/25/2018","KK","10:44",6,17,2,"","Scaridae","Chlorurus","sordidus","Primary Consumer","Herbivore/Detritivore","Excavator",215.9951925,27.46279399,7.86501157,0.072825802,"KK_June_25_01_6","Haapiti","Back"
"KK_June_25_01","Chlorurus sordidus","6/25/2018","KK","10:44",15,14,4,"","Scaridae","Chlorurus","sordidus","Primary Consumer","Herbivore/Detritivore","Excavator",242.7310704,61.1781606,3.967609813,0.065382809,"KK_June_25_01_15","Haapiti","Back"
"KK_June_25_01","Chlorurus sordidus","6/25/2018","KK","10:44",18,13,1,"","Scaridae","Chlorurus","sordidus","Primary Consumer","Herbivore/Detritivore","Excavator",48.69776782,26.00008219,1.872985149,0.038461417,"KK_June_25_01_18","Haapiti","Back"
"KK_June_25_01","Chlorurus sordidus","6/25/2018","KK","10:44",2,16,1,"","Scaridae","Chlorurus","sordidus","Primary Consumer","Herbivore/Detritivore","Excavator",90.20767099,56.86337878,1.586393087,0.017586011,"KK_June_25_01_2","Haapiti","Back"
"KK_June_25_01","Chlorurus sordidus","6/25/2018","KK","10:44",3,21,1,"TP","Scaridae","Chlorurus","sordidus","Primary Consumer","Herbivore/Detritivore","Excavator",202.2461801,56.43776671,3.58352557,0.017718632,"KK_June_25_01_3","Haapiti","Back"
"KK_June_25_01","Chlorurus sordidus","6/25/2018","KK","10:44",10,16,2,"","Scaridae","Chlorurus","sordidus","Primary Consumer","Herbivore/Detritivore","Excavator",180.415342,70.03054786,2.576237763,0.028558965,"KK_June_25_01_10","Haapiti","Back"
"KK_June_25_01","Chlorurus sordidus","6/25/2018","KK","10:44",19,18,2,"","Scaridae","Chlorurus","sordidus","Primary Consumer","Herbivore/Detritivore","Excavator",255.9442075,36.45190963,7.021421102,0.05486681,"KK_June_25_01_19","Haapiti","Back"
"KK_June_25_01","Chlorurus sordidus","6/25/2018","KK","10:44",12,16,2,"","Scaridae","Chlorurus","sordidus","Primary Consumer","Herbivore/Detritivore","Excavator",180.415342,61.17229245,2.949298363,0.032694541,"KK_June_25_01_12","Haapiti","Back"
"KK_June_25_01","Chlorurus sordidus","6/25/2018","KK","10:44",15,16,2,"","Scaridae","Chlorurus","sordidus","Primary Consumer","Herbivore/Detritivore","Excavator",180.415342,61.1781606,2.949015469,0.032691405,"KK_June_25_01_15","Haapiti","Back"
"KK_June_25_01","Chlorurus sordidus","6/25/2018","KK","10:44",18,14,2,"","Scaridae","Chlorurus","sordidus","Primary Consumer","Herbivore/Detritivore","Excavator",121.3655352,26.00008219,4.667890444,0.076922834,"KK_June_25_01_18","Haapiti","Back"
"KK_June_25_01","Chlorurus sordidus","6/25/2018","KK","10:44",23,18,1,"","Scaridae","Chlorurus","sordidus","Primary Consumer","Herbivore/Detritivore","Excavator",127.9721037,40.29297163,3.17604035,0.024818224,"KK_June_25_01_23","Haapiti","Back"
"KK_June_25_01","Chlorurus sordidus","6/25/2018","KK","10:44",18,18,2,"","Scaridae","Chlorurus","sordidus","Primary Consumer","Herbivore/Detritivore","Excavator",255.9442075,26.00008219,9.843976863,0.076922834,"KK_June_25_01_18","Haapiti","Back"
"KK_June_25_01","Chlorurus sordidus","6/25/2018","KK","10:44",25,16,1,"","Scaridae","Chlorurus","sordidus","Primary Consumer","Herbivore/Detritivore","Excavator",90.20767099,74.74076996,1.206940617,0.013379579,"KK_June_25_01_25","Haapiti","Back"
"KK_June_25_01","Chlorurus sordidus","6/25/2018","KK","10:44",1,14,1,"","Scaridae","Chlorurus","sordidus","Primary Consumer","Herbivore/Detritivore","Excavator",60.68276759,46.46616846,1.305955916,0.021521034,"KK_June_25_01_1","Haapiti","Back"
